kubernetes	production	kube-1	pod-1	container-2	stdout	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223380 [ 17 ] <Debug> logs.logs (Merger): Selected 2 parts from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0\n']	[]	[]	[]	[]	[]
kubelet	staging	kube-2	pod-2	container-1	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223421 [ 17 ] <Debug> logs.logs (Merger): Merging 2 parts: from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0 into tmp_merge_20170919_20170919_496968_497239_110\n']	[]	[]	[]	[]	[]
kubelet	review-123 	kube-2	pod-2	container-3	stderr	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223699 [ 17 ] <Debug> logs.logs (Merger): Selected MergeAlgorithm: Horizontal\n']	[]	[]	[]	[]	[]
docker	production	kube-3	pod-2	container-2	stdout	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223745 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_496968_497238_109, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
docker	staging	kube-1	pod-3	container-2	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223788 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_497239_497239_0, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
kubernetes	production	kube-1	pod-1	container-1	stdout	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223380 [ 17 ] <Debug> logs.logs (Merger): Selected 2 parts from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0\n']	[]	[]	[]	[]	[]
docker	staging 	kube-3	pod-1	container-1	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223421 [ 17 ] <Debug> logs.logs (Merger): Merging 2 parts: from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0 into tmp_merge_20170919_20170919_496968_497239_110\n']	[]	[]	[]	[]	[]
kubelet	review-123 	kube-1	pod-3	container-3	stdout	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223699 [ 17 ] <Debug> logs.logs (Merger): Selected MergeAlgorithm: Horizontal\n']	[]	[]	[]	[]	[]
kubernetes	production	kube-1	pod-2	container-3	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223745 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_496968_497238_109, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
docker	staging	kube-1	pod-1	container-2	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223788 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_497239_497239_0, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
kubernetes	production	kube-1	pod-1	container-2	stdout	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223380 [ 17 ] <Debug> logs.logs (Merger): Selected 2 parts from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0\n']	[]	[]	[]	[]	[]
docker	staging	kube-2	pod-2	container-1	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223421 [ 17 ] <Debug> logs.logs (Merger): Merging 2 parts: from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0 into tmp_merge_20170919_20170919_496968_497239_110\n']	[]	[]	[]	[]	[]
docker	review-123 	kube-3	pod-1	container-3	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223699 [ 17 ] <Debug> logs.logs (Merger): Selected MergeAlgorithm: Horizontal\n']	[]	[]	[]	[]	[]
kubelet	production	kube-3	pod-2	container-2	stdout	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223745 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_496968_497238_109, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
docker	staging	kube-1	pod-3	container-2	stderr	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223788 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_497239_497239_0, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
kubernetes	production	kube-1	pod-1	container-1	stdout	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223380 [ 17 ] <Debug> logs.logs (Merger): Selected 2 parts from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0\n']	[]	[]	[]	[]	[]
docker	staging 	kube-3	pod-1	container-1	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223421 [ 17 ] <Debug> logs.logs (Merger): Merging 2 parts: from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0 into tmp_merge_20170919_20170919_496968_497239_110\n']	[]	[]	[]	[]	[]
kubelet	review-123 	kube-2	pod-3	container-3	stdout	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223699 [ 17 ] <Debug> logs.logs (Merger): Selected MergeAlgorithm: Horizontal\n']	[]	[]	[]	[]	[]
kubernetes	production	kube-1	pod-2	container-3	stderr	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223745 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_496968_497238_109, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
docker	staging	kube-1	pod-1	container-2	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223788 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_497239_497239_0, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
kubernetes	production	kube-1	pod-1	container-2	stdout	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223380 [ 17 ] <Debug> logs.logs (Merger): Selected 2 parts from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0\n']	[]	[]	[]	[]	[]
docker	staging	kube-2	pod-2	container-1	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223421 [ 17 ] <Debug> logs.logs (Merger): Merging 2 parts: from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0 into tmp_merge_20170919_20170919_496968_497239_110\n']	[]	[]	[]	[]	[]
docker	review-123 	kube-3	pod-1	container-1	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223699 [ 17 ] <Debug> logs.logs (Merger): Selected MergeAlgorithm: Horizontal\n']	[]	[]	[]	[]	[]
kubelet	production	kube-3	pod-2	container-2	stdout	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223745 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_496968_497238_109, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
kubelet	staging	kube-1	pod-3	container-2	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223788 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_497239_497239_0, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
kubernetes	production	kube-1	pod-1	container-1	stdout	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223380 [ 17 ] <Debug> logs.logs (Merger): Selected 2 parts from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0\n']	[]	[]	[]	[]	[]
docker	staging 	kube-3	pod-1	container-1	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223421 [ 17 ] <Debug> logs.logs (Merger): Merging 2 parts: from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0 into tmp_merge_20170919_20170919_496968_497239_110\n']	[]	[]	[]	[]	[]
kubernetes	review-123 	kube-2	pod-3	container-1	stdout	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223699 [ 17 ] <Debug> logs.logs (Merger): Selected MergeAlgorithm: Horizontal\n']	[]	[]	[]	[]	[]
docker	production	kube-1	pod-2	container-3	stderr	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223745 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_496968_497238_109, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
docker	staging	kube-1	pod-1	container-2	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223788 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_497239_497239_0, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
kubelet	production	kube-1	pod-1	container-2	stdout	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223380 [ 17 ] <Debug> logs.logs (Merger): Selected 2 parts from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0\n']	[]	[]	[]	[]	[]
kubelet	staging	kube-2	pod-2	container-1	stderr	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223421 [ 17 ] <Debug> logs.logs (Merger): Merging 2 parts: from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0 into tmp_merge_20170919_20170919_496968_497239_110\n']	[]	[]	[]	[]	[]
kubernetes	review-123 	kube-1	pod-2	container-3	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223699 [ 17 ] <Debug> logs.logs (Merger): Selected MergeAlgorithm: Horizontal\n']	[]	[]	[]	[]	[]
docker	production	kube-3	pod-2	container-2	stdout	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223745 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_496968_497238_109, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
kubernetes	staging	kube-1	pod-3	container-2	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223788 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_497239_497239_0, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
docker	production	kube-1	pod-1	container-1	stdout	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223380 [ 17 ] <Debug> logs.logs (Merger): Selected 2 parts from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0\n']	[]	[]	[]	[]	[]
docker	staging 	kube-3	pod-1	container-1	stderr	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223421 [ 17 ] <Debug> logs.logs (Merger): Merging 2 parts: from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0 into tmp_merge_20170919_20170919_496968_497239_110\n']	[]	[]	[]	[]	[]
kubelet	review-123 	kube-1	pod-3	container-3	stdout	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223699 [ 17 ] <Debug> logs.logs (Merger): Selected MergeAlgorithm: Horizontal\n']	[]	[]	[]	[]	[]
kubelet	production	kube-1	pod-2	container-3	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223745 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_496968_497238_109, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
kubernetes	staging	kube-1	pod-1	container-2	stderr	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223788 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_497239_497239_0, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
docker	production	kube-1	pod-1	container-2	stdout	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223380 [ 17 ] <Debug> logs.logs (Merger): Selected 2 parts from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0\n']	[]	[]	[]	[]	[]
kubernetes	staging	kube-2	pod-2	container-1	stderr	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223421 [ 17 ] <Debug> logs.logs (Merger): Merging 2 parts: from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0 into tmp_merge_20170919_20170919_496968_497239_110\n']	[]	[]	[]	[]	[]
docker	review-123 	kube-2	pod-2	container-3	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223699 [ 17 ] <Debug> logs.logs (Merger): Selected MergeAlgorithm: Horizontal\n']	[]	[]	[]	[]	[]
docker	production	kube-3	pod-2	container-2	stdout	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223745 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_496968_497238_109, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
kubelet	staging	kube-1	pod-3	container-2	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223788 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_497239_497239_0, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
kubelet	production	kube-1	pod-1	container-1	stdout	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223380 [ 17 ] <Debug> logs.logs (Merger): Selected 2 parts from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0\n']	[]	[]	[]	[]	[]
kubernetes	staging 	kube-3	pod-1	container-1	stderr	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223421 [ 17 ] <Debug> logs.logs (Merger): Merging 2 parts: from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0 into tmp_merge_20170919_20170919_496968_497239_110\n']	[]	[]	[]	[]	[]
docker	review-123 	kube-2	pod-3	container-3	stdout	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223699 [ 17 ] <Debug> logs.logs (Merger): Selected MergeAlgorithm: Horizontal\n']	[]	[]	[]	[]	[]
kubernetes	production	kube-1	pod-2	container-3	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223745 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_496968_497238_109, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
docker	staging	kube-1	pod-1	container-2	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223788 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_497239_497239_0, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
kubernetes	production	kube-1	pod-1	container-2	stdout	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223380 [ 17 ] <Debug> logs.logs (Merger): Selected 2 parts from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0\n']	[]	[]	[]	[]	[]
docker	staging	kube-2	pod-2	container-1	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223421 [ 17 ] <Debug> logs.logs (Merger): Merging 2 parts: from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0 into tmp_merge_20170919_20170919_496968_497239_110\n']	[]	[]	[]	[]	[]
docker	review-123 	kube-2	pod-2	container-3	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223699 [ 17 ] <Debug> logs.logs (Merger): Selected MergeAlgorithm: Horizontal\n']	[]	[]	[]	[]	[]
kubelet	production	kube-3	pod-2	container-2	stdout	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223745 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_496968_497238_109, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
kubelet	staging	kube-1	pod-3	container-2	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223788 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_497239_497239_0, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
kubernetes	production	kube-1	pod-1	container-1	stdout	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223380 [ 17 ] <Debug> logs.logs (Merger): Selected 2 parts from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0\n']	[]	[]	[]	[]	[]
docker	staging 	kube-3	pod-1	container-1	stderr	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223421 [ 17 ] <Debug> logs.logs (Merger): Merging 2 parts: from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0 into tmp_merge_20170919_20170919_496968_497239_110\n']	[]	[]	[]	[]	[]
kubernetes	review-123 	kube-2	pod-3	container-3	stdout	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223699 [ 17 ] <Debug> logs.logs (Merger): Selected MergeAlgorithm: Horizontal\n']	[]	[]	[]	[]	[]
docker	production	kube-1	pod-2	container-3	stderr	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223745 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_496968_497238_109, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
docker	staging	kube-1	pod-1	container-2	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223788 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_497239_497239_0, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
kubelet	production	kube-1	pod-1	container-2	stdout	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223380 [ 17 ] <Debug> logs.logs (Merger): Selected 2 parts from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0\n']	[]	[]	[]	[]	[]
kubelet	staging	kube-2	pod-2	container-1	stderr	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223421 [ 17 ] <Debug> logs.logs (Merger): Merging 2 parts: from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0 into tmp_merge_20170919_20170919_496968_497239_110\n']	[]	[]	[]	[]	[]
kubernetes	review-123 	kube-1	pod-2	container-3	stderr	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223699 [ 17 ] <Debug> logs.logs (Merger): Selected MergeAlgorithm: Horizontal\n']	[]	[]	[]	[]	[]
docker	production	kube-3	pod-2	container-2	stdout	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223745 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_496968_497238_109, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
kubernetes	staging	kube-1	pod-3	container-2	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223788 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_497239_497239_0, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
docker	production	kube-1	pod-1	container-1	stdout	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223380 [ 17 ] <Debug> logs.logs (Merger): Selected 2 parts from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0\n']	[]	[]	[]	[]	[]
docker	staging 	kube-1	pod-1	container-1	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223421 [ 17 ] <Debug> logs.logs (Merger): Merging 2 parts: from 20170919_20170919_496968_497238_109 to 20170919_20170919_497239_497239_0 into tmp_merge_20170919_20170919_496968_497239_110\n']	[]	[]	[]	[]	[]
kubelet	review-123 	kube-2	pod-3	container-3	stdout	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223699 [ 17 ] <Debug> logs.logs (Merger): Selected MergeAlgorithm: Horizontal\n']	[]	[]	[]	[]	[]
kubelet	production	kube-3	pod-2	container-3	stderr	['component','pod-template-hash']	['clickhouse','2409203745']	['log']	['2017.09.19 18:09:18.223745 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_496968_497238_109, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
kubernetes	staging	kube-1	pod-1	container-2	stderr	['component','pod-template-hash']	['loghouse','2409203745']	['log']	['2017.09.19 18:09:18.223788 [ 17 ] <Trace> MergeTreeBlockInputStream: Reading 1 ranges from part 20170919_20170919_497239_497239_0, approx. 32768 rows starting from 0\n']	[]	[]	[]	[]	[]
